roll no,name,standard,gender,race/ethnicity,parental level of education,lunch,test preparation course,math,english,geography,history,science,total,percentag,attended,total lectures,attendance,test marks,total marks,percentage,score-cat,study-cat,cluster,
946,Jennifer,10,female,group C,associate's degree,standard,none,54,61,65,51,58,282,56.4,43,50,86,69,100,69,0,1,2,
947,Jennifer,10,male,group B,high school,standard,none,82,82,89,81,80,405,81,49,50,98,59,100,59,0,1,2,
948,Ann,10,female,group D,some college,free/reduced,none,49,58,95,47,60,274,54.8,49,50,98,37,100,37,0,1,2,
949,Jennifer,10,male,group B,some high school,free/reduced,completed,49,50,46,44,52,247,49.4,45,50,90,81,100,81,1,1,1,
950,Ann,10,female,group E,high school,free/reduced,completed,57,75,77,52,73,330,66,41,50,82,44,100,44,0,1,2,
951,Jennifer,10,male,group E,high school,standard,none,94,73,39,51,71,360,72,31,50,62,55,100,55,0,0,4,
952,Matt,10,female,group D,some college,standard,completed,75,77,84,70,83,388,77.6,48,50,96,90,100,90,1,1,1,
953,Jennifer,10,female,group E,some high school,free/reduced,none,74,74,50,75,72,367,73.4,35,50,70,39,100,39,0,0,4,
954,Sam,10,male,group C,high school,standard,completed,58,52,58,88,54,306,61.2,30,50,60,52,100,52,0,0,4,
955,Matt,10,female,group C,some college,standard,none,62,69,68,33,69,302,60.4,41,50,82,73,100,73,1,1,1,
956,Jennifer,10,male,group E,associate's degree,standard,none,72,57,76,80,62,333,66.6,43,50,86,81,100,81,1,1,1,
957,Sam,10,male,group C,some college,standard,none,84,87,41,75,81,408,81.6,43,50,86,51,100,51,0,1,2,
958,Jennifer,10,female,group D,master's degree,standard,none,92,100,32,76,100,468,93.6,34,50,68,88,100,88,1,0,3,
959,George,10,female,group D,high school,standard,none,45,63,87,86,59,312,62.4,37,50,74,58,100,58,0,0,4,
960,Ann,10,male,group C,high school,standard,none,75,81,76,96,71,394,78.8,38,50,76,74,100,74,1,1,1,
961,Sam,10,female,group A,some college,standard,none,56,58,46,62,64,304,60.8,45,50,90,66,100,66,0,1,2,
962,Matt,10,female,group D,some high school,free/reduced,none,48,54,66,83,53,291,58.2,47,50,94,65,100,65,0,1,2,
963,Matt,10,female,group E,associate's degree,standard,none,100,100,90,51,100,451,90.2,48,50,96,46,100,46,0,1,2,
964,Matt,10,female,group C,some high school,free/reduced,completed,65,76,45,80,75,371,74.2,31,50,62,39,100,39,0,0,4,
965,George,10,male,group D,some college,standard,none,72,57,58,54,58,299,59.8,48,50,96,37,100,37,0,1,2,
966,Jennifer,10,female,group D,some college,standard,none,62,70,85,68,72,344,68.8,46,50,92,38,100,38,0,1,2,
967,Sam,10,male,group A,some high school,standard,completed,66,68,90,97,64,359,71.8,33,50,66,64,100,64,0,0,4,
968,Ann,10,male,group C,some college,standard,none,63,63,58,87,60,333,66.6,35,50,70,64,100,64,0,0,4,
969,Jennifer,10,female,group E,associate's degree,standard,none,68,76,54,47,67,325,65,44,50,88,69,100,69,0,1,2,
970,Jennifer,10,female,group B,bachelor's degree,standard,none,75,84,62,85,80,404,80.8,35,50,70,93,100,93,1,0,3,
971,Sam,10,female,group D,bachelor's degree,standard,none,89,100,68,98,100,487,97.4,30,50,60,32,100,32,0,0,4,
972,George,10,male,group C,some high school,standard,completed,78,72,31,51,69,339,67.8,38,50,76,76,100,76,1,1,1,
973,Ann,10,female,group A,high school,free/reduced,completed,53,50,79,90,60,313,62.6,44,50,88,75,100,75,1,1,1,
974,George,10,female,group D,some college,free/reduced,none,49,65,95,81,61,317,63.4,41,50,82,79,100,79,1,1,1,
975,Matt,10,female,group A,some college,standard,none,54,63,52,82,67,333,66.6,40,50,80,89,100,89,1,1,1,
976,Matt,10,female,group C,some college,standard,completed,64,82,98,78,77,378,75.6,37,50,74,84,100,84,1,0,3,
977,Sam,10,male,group B,some college,free/reduced,completed,60,62,76,85,60,327,65.4,35,50,70,33,100,33,0,0,4,
978,Matt,10,male,group C,associate's degree,standard,none,62,65,44,98,58,341,68.2,44,50,88,41,100,41,0,1,2,
979,Ann,10,male,group D,high school,standard,completed,55,41,30,85,48,277,55.4,38,50,76,56,100,56,0,1,2,
980,Sam,10,female,group C,associate's degree,standard,none,91,95,64,82,94,456,91.2,43,50,86,74,100,74,1,1,1,
981,Ann,10,female,group B,high school,free/reduced,none,8,24,76,49,23,127,25.4,46,50,92,91,100,91,1,1,1,
982,Sam,10,male,group D,some high school,standard,none,81,78,96,52,78,367,73.4,39,50,78,66,100,66,0,1,2,
983,Sam,10,male,group B,some high school,standard,completed,79,85,86,76,86,412,82.4,31,50,62,46,100,46,0,0,4,
984,Matt,10,female,group A,some college,standard,completed,78,87,84,57,91,404,80.8,30,50,60,52,100,52,0,0,4,
985,Jennifer,10,female,group C,some high school,standard,none,74,75,88,41,82,354,70.8,32,50,64,42,100,42,0,0,4,
986,Sam,10,male,group A,high school,standard,none,57,51,60,94,54,310,62,43,50,86,88,100,88,1,1,1,
987,Matt,10,female,group C,associate's degree,standard,none,40,59,39,88,51,289,57.8,41,50,82,36,100,36,0,1,2,
988,George,10,male,group E,some high school,standard,completed,81,75,65,36,76,344,68.8,47,50,94,64,100,64,0,1,2,
989,Matt,10,female,group A,some high school,free/reduced,none,44,45,87,63,45,242,48.4,44,50,88,50,100,50,0,1,2,
990,George,10,female,group D,some college,free/reduced,completed,67,86,47,61,83,380,76,41,50,82,70,100,70,0,1,2,
991,Ann,10,male,group E,high school,free/reduced,completed,86,81,100,88,75,405,81,47,50,94,55,100,55,0,1,2,
992,Ann,10,female,group B,some high school,standard,completed,65,82,100,41,78,344,68.8,30,50,60,61,100,61,0,0,4,
993,Jennifer,10,female,group D,associate's degree,free/reduced,none,55,76,77,87,76,370,74,47,50,94,66,100,66,0,1,2,
994,Sam,10,female,group D,bachelor's degree,free/reduced,none,62,72,54,73,74,355,71,30,50,60,84,100,84,1,0,3,
995,George,10,male,group A,high school,standard,none,63,63,68,30,62,280,56,50,50,100,46,100,46,0,1,2,
996,Ann,10,female,group E,master's degree,standard,completed,88,99,90,55,95,432,86.4,35,50,70,82,100,82,1,0,3,
997,Ann,10,male,group C,high school,free/reduced,none,62,55,35,99,55,326,65.2,45,50,90,30,100,30,0,1,2,
998,Sam,10,female,group C,high school,free/reduced,completed,59,71,96,64,65,324,64.8,45,50,90,59,100,59,0,1,2,
999,Ann,10,female,group D,some college,standard,completed,68,78,81,58,77,358,71.6,33,50,66,32,100,32,0,0,4,
1000,Matt,10,female,group D,some college,free/reduced,none,77,86,93,77,86,412,82.4,34,50,68,55,100,55,0,0,4,
